Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ORF )	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (synonym )
P33323	RE104_YEAST	reviewed	Meiotic recombination protein REC104	REC104 YHR157W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	182		REC104	YHR157W	
P53721	RCF2_YEAST	reviewed	Respiratory supercomplex factor 2, mitochondrial (Altered inheritance of mitochondria protein 38)	RCF2 AIM38 YNR018W N3185	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224	N3185	RCF2	YNR018W	AIM38
Q03446	RCR2_YEAST	reviewed	Protein RCR2 (Protein SSH5) (Resistance to Congo red protein 2)	RCR2 SSH5 YDR003W YD8119.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210	YD8119.09	RCR2	YDR003W	SSH5
P01119	RAS1_YEAST	reviewed	Ras-like protein 1	RAS1 YOR101W YOR3205W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309	YOR3205W	RAS1	YOR101W	
P40188	RGI2_YEAST	reviewed	Respiratory growth induced protein 2	RGI2 YIL057C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	164		RGI2	YIL057C	
P0CX54	RL12B_YEAST	reviewed	60S ribosomal protein L12-B (L15) (Large ribosomal subunit protein uL11-B) (YL23)	RPL12B RPL15A YDR418W D9461.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165	D9461.7	RPL12B	YDR418W	RPL15A
P40212	RL13B_YEAST	reviewed	60S ribosomal protein L13-B (Large ribosomal subunit protein eL13-B)	RPL13B RPL13 YMR142C YM9375.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199	YM9375.11C	RPL13B	YMR142C	RPL13
P02406	RL28_YEAST	reviewed	60S ribosomal protein L28 (L27a) (L29) (Large ribosomal subunit protein uL15) (RP44) (RP62) (YL24)	RPL28 CYH2 YGL103W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	149		RPL28	YGL103W	CYH2
P0CX41	RL23A_YEAST	reviewed	60S ribosomal protein L23-A (L17a) (Large ribosomal subunit protein uL14-A) (YL32)	RPL23A RPL17A RPL17AA YBL087C YBL0713	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137	YBL0713	RPL23A	YBL087C	RPL17A RPL17AA
P04456	RL25_YEAST	reviewed	60S ribosomal protein L25 (Large ribosomal subunit protein uL23) (RP16L) (YL25) (YP42')	RPL25 YOL127W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142		RPL25	YOL127W	
P26321	RL5_YEAST	reviewed	60S ribosomal protein L5 (L1) (L1a) (Large ribosomal subunit protein uL18) (Ribosomal 5S RNA-binding protein) (YL3)	RPL5 RPL1 RPL1A YPL131W LPI14W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	LPI14W	RPL5	YPL131W	RPL1 RPL1A
Q12377	RPN6_YEAST	reviewed	26S proteasome regulatory subunit RPN6 (Proteasome non-ATPase subunit 4)	RPN6 NAS4 YDL097C D2381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434	D2381	RPN6	YDL097C	NAS4
P13433	RPOM_YEAST	reviewed	DNA-directed RNA polymerase, mitochondrial (EC 2.7.7.6)	RPO41 YFL036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1351		RPO41	YFL036W	
P32561	RPD3_YEAST	reviewed	Histone deacetylase RPD3 (EC 3.5.1.98) (Transcriptional regulatory protein RPD3)	RPD3 MOF6 REC3 SDI2 SDS6 YNL330C N0305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433	N0305	RPD3	YNL330C	MOF6 REC3 SDI2 SDS6
P52871	SC6B2_YEAST	reviewed	Protein transport protein SBH2 (Ssh1 complex subunit SBH2) (Ssh1 complex subunit beta)	SBH2 SEB2 YER019C-A YER019BC	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	88	YER019BC	SBH2	YER019C-A	SEB2
P39743	RV167_YEAST	reviewed	Reduced viability upon starvation protein 167	RVS167 YDR388W D9509.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	482	D9509.8	RVS167	YDR388W	
Q12136	SAS10_YEAST	reviewed	Something about silencing protein 10 (U three protein 3) (U3 small nucleolar RNA-associated protein 3) (U3 snoRNA-associated protein 11)	SAS10 UTP3 YDL153C D1545	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610	D1545	SAS10	YDL153C	UTP3
P34218	SAS3_YEAST	reviewed	Histone acetyltransferase SAS3 (EC 2.3.1.48) (Something about silencing protein 3)	SAS3 YBL052C YBL0507 YBL0515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	831	YBL0507 YBL0515	SAS3	YBL052C	
P32608	RTG2_YEAST	reviewed	Retrograde regulation protein 2	RTG2 YGL252C NRF588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	588	NRF588	RTG2	YGL252C	
Q04003	SAS4_YEAST	reviewed	Something about silencing protein 4	SAS4 YDR181C YD9395.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	481	YD9395.15C	SAS4	YDR181C	
P03882	SCE1_YEAST	reviewed	Intron-encoded endonuclease I-SceI (EC 3.1.-.-) (21S rRNA intron maturase) (Homing endonuclease omega)	SCEI OMEGA SECY Q0160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	235		SCEI	Q0160	OMEGA SECY
P36124	SET3_YEAST	reviewed	SET domain-containing protein 3	SET3 YKR029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	751		SET3	YKR029C	
P33303	SFC1_YEAST	reviewed	Succinate/fumarate mitochondrial transporter (Regulator of acetyl-CoA synthase activity)	SFC1 ACR1 YJR095W J1921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	322	J1921	SFC1	YJR095W	ACR1
P53953	SFB2_YEAST	reviewed	SED5-binding protein 2 (SEC24-related protein 2)	SFB2 ISS1 YNL049C N2505 YNL2505C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	876	N2505 YNL2505C	SFB2	YNL049C	ISS1
P36169	SKG1_YEAST	reviewed	Suppressor of lethality of KEX2 GAS1 double null mutant protein 1	SKG1 YKR100C YKR099C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	355	YKR099C-A	SKG1	YKR100C	
Q04491	SEC13_YEAST	reviewed	Protein transport protein SEC13	SEC13 ANU3 YLR208W L8167.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	L8167.4	SEC13	YLR208W	ANU3
Q01590	SED5_YEAST	reviewed	Integral membrane protein SED5	SED5 YLR026C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340		SED5	YLR026C	
P53012	SCS3_YEAST	reviewed	FIT family protein SCS3	SCS3 FIT2B YGL126W G2868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	380	G2868	SCS3	YGL126W	FIT2B
P32342	SRP21_YEAST	reviewed	Signal recognition particle subunit SRP21 (Signal recognition particle 21 kDa protein)	SRP21 YKL122C YKL527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	167	YKL527	SRP21	YKL122C	
Q08457	SLD7_YEAST	reviewed	Mitochondrial morphogenesis protein SLD7 (Synthetic lethality with DPB11-24 mutation protein 7)	SLD7 YOR060C YOR29-11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	257	YOR29-11	SLD7	YOR060C	
P36150	SUMT_YEAST	reviewed	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	MET1 MET20 YKR069W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	593		MET1	YKR069W	MET20
Q03088	SVL3_YEAST	reviewed	Styryl dye vacuolar localization protein 3	SVL3 YPL032C P7102.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	825	P7102.17	SVL3	YPL032C	
Q12379	SWM1_YEAST	reviewed	Anaphase-promoting complex subunit SWM1 (Anaphase-promoting complex subunit 13) (Spore wall maturation protein 1)	SWM1 APC13 YDR260C YD9320A.11 YD9320A.11c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	170	YD9320A.11 YD9320A.11c	SWM1	YDR260C	APC13
P38860	MTG2_YEAST	reviewed	GTPase MTG2, mitochondrial (Mitochondrial GTPase 2)	MTG2 YHR168W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	518		MTG2	YHR168W	
Q03435	NHP10_YEAST	reviewed	Non-histone protein 10 (High mobility group protein 2)	NHP10 HMO2 YDL002C YD8119.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203	YD8119.05C	NHP10	YDL002C	HMO2
P40165	NNRE_YEAST	reviewed	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase) (Nicotinamide nucleotide repair protein 1)	NNR1 YNL200C N1370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	246	N1370	NNR1	YNL200C	
P40012	PPOX_YEAST	reviewed	Protoporphyrinogen oxidase (PPO) (EC 1.3.3.4)	HEM14 YER014W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	539		HEM14	YER014W	
Q12036	PPT2_YEAST	reviewed	Mitochondrial holo-[acyl-carrier-protein] synthase (Mitochondrial holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase PPT2) (PPTase)	PPT2 YPL148C P2604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	173	P2604	PPT2	YPL148C	
P53043	PPT1_YEAST	reviewed	Serine/threonine-protein phosphatase T (PPT) (EC 3.1.3.16)	PPT1 YGR123C G6347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513	G6347	PPT1	YGR123C	
P36069	PMU1_YEAST	reviewed	Probable phosphoglycerate mutase PMU1 (EC 5.4.-.-) (Phosphomutase homolog 1)	PMU1 YKL128C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295		PMU1	YKL128C	
P39551	PRM9_YEAST	reviewed	Pheromone-regulated membrane protein 9 (DUP240 protein PRM9)	PRM9 YAR031W FUN58	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298	FUN58	PRM9	YAR031W	
P53691	PPID_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase CPR6 (PPIase CPR6) (EC 5.2.1.8) (Rotamase CPR6)	CPR6 YLR216C L8167.24	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	371	L8167.24	CPR6	YLR216C	
P48567	PUS4_YEAST	reviewed	tRNA pseudouridine synthase 4 (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase 4) (tRNA-uridine isomerase 4)	PUS4 YNL292W N0480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	403	N0480	PUS4	YNL292W	
Q12211	PUS1_YEAST	reviewed	tRNA pseudouridine synthase 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase 1) (tRNA-uridine isomerase 1)	PUS1 YPL212C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	544		PUS1	YPL212C	
Q08273	RBX1_YEAST	reviewed	RING-box protein HRT1 (RING-box protein 1) (E3 ubiquitin-protein ligase complex SCF subunit HRT1) (High level expression reduces Ty3 transposition protein 1) (Regulator of cullins protein 1)	HRT1 RBX1 ROC1 YOL133W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121		HRT1	YOL133W	RBX1 ROC1
Q03713	RCF1_YEAST	reviewed	Respiratory supercomplex factor 1, mitochondrial (Altered inheritance of mitochondria protein 31)	RCF1 AIM31 YML030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159		RCF1	YML030W	AIM31
Q12465	RAX2_YEAST	reviewed	Bud site selection protein RAX2 (Revert to axial protein 2)	RAX2 YLR084C L2389 L9449.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1220	L2389 L9449.12	RAX2	YLR084C	
P0CX86	RL41A_YEAST	reviewed	60S ribosomal protein L41-A (L47) (Large ribosomal subunit protein eL41-A) (YL41)	RPL41A RPL47A YL41A YDL184C D1290	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	25	D1290	RPL41A	YDL184C	RPL47A YL41A
Q12495	RLF2_YEAST	reviewed	Chromatin assembly factor 1 subunit p90 (CAF-1 90 kDa subunit) (RAP1 localization factor 2)	RLF2 CAC1 YPR018W YP9531.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	606	YP9531.12	RLF2	YPR018W	CAC1
P22276	RPC2_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC2 (RNA polymerase III subunit C2) (EC 2.7.7.6) (C128) (DNA-directed RNA polymerase III 130 kDa polypeptide)	RET1 RPC128 RPC2 YOR207C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1149		RET1	YOR207C	RPC128 RPC2
P40018	RSMB_YEAST	reviewed	Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB)	SMB1 YER029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196		SMB1	YER029C	
P38255	RXT2_YEAST	reviewed	Transcriptional regulatory protein RXT2	RXT2 RAF60 YBR095C YBR0822	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430	YBR0822	RXT2	YBR095C	RAF60
P33335	SGE1_YEAST	reviewed	Protein SGE1 (10-N-nonyl acridine orange resistance protein) (Crystal violet resistance protein)	SGE1 NOR1 YPR198W P9677.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	543	P9677.3	SGE1	YPR198W	NOR1
P47166	SGM1_YEAST	reviewed	Protein SGM1 (Slow growth on galactose and mannose protein 1)	SGM1 YJR134C J2120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	707	J2120	SGM1	YJR134C	
P42843	SKP2_YEAST	reviewed	F-box protein SKP2	SKP2 YNL311C N0376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763	N0376	SKP2	YNL311C	
P50875	SPT20_YEAST	reviewed	Transcription factor SPT20	SPT20 ADA5 YOL148C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604		SPT20	YOL148C	ADA5
P06843	SPT2_YEAST	reviewed	Protein SPT2 (Negative regulator of Ty transcription)	SPT2 SIN1 SPM2 YER161C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	333		SPT2	YER161C	SIN1 SPM2
P53207	SNU71_YEAST	reviewed	U1 small nuclear ribonucleoprotein component SNU71	SNU71 YGR013W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	620		SNU71	YGR013W	
Q12306	SMT3_YEAST	reviewed	Ubiquitin-like protein SMT3	SMT3 YDR510W D9719.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101	D9719.15	SMT3	YDR510W	
P14359	SNA3_YEAST	reviewed	Protein SNA3	SNA3 YJL151C J0630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133	J0630	SNA3	YJL151C	
P53251	SLX9_YEAST	reviewed	Ribosome biogenesis protein SLX9	SLX9 YGR081C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210		SLX9	YGR081C	
P32566	SMI1_YEAST	reviewed	Cell wall assembly regulator SMI1 (Killer toxin-resistance protein 4)	SMI1 KNR4 KTR4 YGR229C G8553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	505	G8553	SMI1	YGR229C	KNR4 KTR4
P33328	SNC2_YEAST	reviewed	Synaptobrevin homolog 2	SNC2 YOR327C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115		SNC2	YOR327C	
P22213	SLY1_YEAST	reviewed	Protein SLY1 (Suppressor of loss of YPT1 protein 1)	SLY1 YDR189W YD9346.01 YD9395.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	666	YD9346.01 YD9395.22	SLY1	YDR189W	
Q04174	SMP3_YEAST	reviewed	GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV)	SMP3 LAS2 SAP2 YOR149C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	516		SMP3	YOR149C	LAS2 SAP2
P40072	SLX8_YEAST	reviewed	E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SLX8) (Synthetic lethal of unknown function protein 8)	SLX8 YER116C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274		SLX8	YER116C	
P47037	SMC3_YEAST	reviewed	Structural maintenance of chromosomes protein 3 (DA-box protein SMC3)	SMC3 YJL074C J1049	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1230	J1049	SMC3	YJL074C	
P31377	STX8_YEAST	reviewed	Syntaxin-8 (SNARE protein related to mammalian syntaxin 8) (ULP1-interacting protein 2)	SYN8 UIP2 YAL014C FUN34	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	255	FUN34	SYN8	YAL014C	UIP2
Q05937	STP3_YEAST	reviewed	Zinc finger protein STP3	STP3 YLR375W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343		STP3	YLR375W	
P39932	STL1_YEAST	reviewed	Sugar transporter STL1	STL1 YDR536W D9719.39	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	569	D9719.39	STL1	YDR536W	
Q04562	TMN2_YEAST	reviewed	Transmembrane 9 superfamily member 2	TMN2 YDR107C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	672		TMN2	YDR107C	
P53549	PRS10_YEAST	reviewed	26S proteasome subunit RPT4 (26S protease subunit SUG2) (Proteasomal cap subunit)	RPT4 CRL13 PCS1 SUG2 YOR259C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437		RPT4	YOR259C	CRL13 PCS1 SUG2
P36110	PRY2_YEAST	reviewed	Protein PRY2 (Pathogenesis-related protein 2)	PRY2 YKR013W YK111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	329	YK111	PRY2	YKR013W	
Q07350	PRP11_YEAST	reviewed	Pre-mRNA-splicing factor PRP11	PRP11 PRP10 RNA11 YDL043C D2711	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	266	D2711	PRP11	YDL043C	PRP10 RNA11
P24384	PRP22_YEAST	reviewed	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22 (EC 3.6.4.13)	PRP22 YER013W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1145		PRP22	YER013W	
P41909	PXA1_YEAST	reviewed	Peroxisomal long-chain fatty acid import protein 2 (Peroxisomal ABC transporter 1)	PXA1 PAL1 PAT2 SSH2 YPL147W LPI1W P2607	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	870	LPI1W P2607	PXA1	YPL147W	PAL1 PAT2 SSH2
Q12488	PSF1_YEAST	reviewed	DNA replication complex GINS protein PSF1 (Partner of Sld five 1)	PSF1 YDR013W PZA208 YD8119.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	208	PZA208 YD8119.18	PSF1	YDR013W	
P40359	PSF2_YEAST	reviewed	DNA replication complex GINS protein PSF2 (Partner of Sld five 2)	PSF2 YJL072C HRF213 J1086	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213	HRF213 J1086	PSF2	YJL072C	
P25560	RER1_YEAST	reviewed	Protein RER1 (Retention of ER proteins 1)	RER1 YCL001W YCL1W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	188	YCL1W	RER1	YCL001W	
P49166	RL37A_YEAST	reviewed	60S ribosomal protein L37-A (L43) (Large ribosomal subunit protein eL37-A) (YL35) (YP55)	RPL37A RPL35A YLR185W L9470.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	88	L9470.6	RPL37A	YLR185W	RPL35A
P0CX84	RL35A_YEAST	reviewed	60S ribosomal protein L35-A (Large ribosomal subunit protein uL29-A)	RPL35A SOS1 YDL191W D1249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120	D1249	RPL35A	YDL191W	SOS1
P10622	RLA3_YEAST	reviewed	60S acidic ribosomal protein P1-beta (Ax) (L12eIIB) (L44') (Large ribosomal subunit protein P1-B) (P1B) (YP1beta)	RPP1B L12EIIB RPL44P RPLA3 YDL130W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106		RPP1B	YDL130W	L12EIIB RPL44P RPLA3
Q02555	RNT1_YEAST	reviewed	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	RNT1 YMR239C YM9408.01C YM9959.21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471	YM9408.01C YM9959.21	RNT1	YMR239C	
P53196	RPN14_YEAST	reviewed	26S proteasome regulatory subunit RPN14 (Proteasome non-ATPase subunit 14)	RPN14 YGL004C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417		RPN14	YGL004C	
Q12250	RPN5_YEAST	reviewed	26S proteasome regulatory subunit RPN5 (Proteasome non-ATPase subunit 5)	RPN5 NAS5 YDL147W D1572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445	D1572	RPN5	YDL147W	NAS5
P32529	RPA12_YEAST	reviewed	DNA-directed RNA polymerase I subunit RPA12 (A12) (A12.2) (DNA-directed RNA polymerase I 13.7 kDa polypeptide)	RPA12 RRN4 YJR063W J1747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125	J1747	RPA12	YJR063W	RRN4
Q05635	RNH2B_YEAST	reviewed	Ribonuclease H2 subunit B (RNase H2 subunit B) (Rnh2B) (RNase H(202)) (Ribonuclease HI subunit B)	RNH202 YDR279W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	350		RNH202	YDR279W	
P39677	RRF2M_YEAST	reviewed	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	MEF2 YJL102W D819 J0826	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	819	D819 J0826	MEF2	YJL102W	
P39939	RS26B_YEAST	reviewed	40S ribosomal protein S26-B (Small ribosomal subunit protein eS26-B)	RPS26B YER131W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	119		RPS26B	YER131W	
P47141	RT26_YEAST	reviewed	37S ribosomal protein S26, mitochondrial (Mitochondrial small ribosomal subunit protein mS42)	RSM26 YJR101W J1952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	266	J1952	RSM26	YJR101W	
P43589	SAD1_YEAST	reviewed	Pre-mRNA-splicing factor SAD1 (snRNP assembly-defective protein 1)	SAD1 YFR005C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	448		SAD1	YFR005C	
P32902	RT04_YEAST	reviewed	37S ribosomal protein MRP4, mitochondrial (Mitochondrial small ribosomal subunit protein uS2m)	MRP4 MRP4A YHL004W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394		MRP4	YHL004W	MRP4A
P32605	RU1A_YEAST	reviewed	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A) (Mutant U1 die protein 1)	MUD1 YBR119W YBR0915	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298	YBR0915	MUD1	YBR119W	
P53324	SAY1_YEAST	reviewed	Steryl acetyl hydrolase 1 (EC 3.1.1.-)	SAY1 YGR263C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	424		SAY1	YGR263C	
P40962	RTS2_YEAST	reviewed	Zinc finger protein RTS2	RTS2 YOR077W YOR29-28	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	232	YOR29-28	RTS2	YOR077W	
P42223	SBE2_YEAST	reviewed	Protein SBE2 (Suppressor of BEM4 protein 2)	SBE2 YDR351W D9476.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	864	D9476.7	SBE2	YDR351W	
P40084	RTR1_YEAST	reviewed	RNA polymerase II subunit B1 CTD phosphatase RTR1 (EC 3.1.3.16) (RNA polymerase II-associated protein 2 homolog RTR1) (Regulator of transcription 1)	RTR1 YER139C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	226		RTR1	YER139C	
Q12529	SET6_YEAST	reviewed	Potential protein lysine methyltransferase SET6 (EC 2.1.1.-) (SET domain-containing protein 6)	SET6 YPL165C P2545	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373	P2545	SET6	YPL165C	
